NSE_code,Industry,Current_price,Fcf 3years,Fcf 5years,Fcf 7years,Fcf 10years,Market_capitalization,avg_fcf,intrinsic_value,undervalued_score
CENTEXT,Aluminium and Aluminium Products,20.6,13.93,50.94,45.05,59.84,164.8,42.44,35.44230838806158,14.842308388061582
BVCL,Cement - North India,67.26,87.51,75.99,97.61,130.46,149.05,97.89250000000001,81.75155923370214,14.491559233702134
JALAN,Miscellaneous,3.7,5.35,11.68,30.31,39.16,5.38,21.625,18.05937603420904,14.359376034209042
AKSHAR,Textiles - Cotton/Blended,2.62,11.3,24.59,34.86,10.08,78.6,20.2075,16.875599593585164,14.255599593585163
PASUPTAC,Textiles - Manmade,37.98,2.28,1.3,85.59,160.33,338.52,62.375,52.090338965724335,14.110338965724338
SAMBHAAV,Entertainment / Electronic Media Software,4.63,19.99,30.01,22.47,16.12,88.49,22.1475,18.495723963821725,13.865723963821726
AMBICAAGAR,Chemicals,26.27,23.85,34.28,41.65,90.21,45.11,47.4975,39.66590581201591,13.395905812015908
PRECWIRE,Mining / Minerals / Metals,163.7,85.63,174.49,264.09,318.93,2924.63,210.78500000000003,176.02985328882093,12.329853288820942
UGARSUGAR,Sugar,83.81,156.11,116.83,107.33,78.8,942.86,114.7675,95.84413590779589,12.034135907795886
KANANIIND,Diamond Cutting / Jewellery,2.92,13.91,23.07,14.96,14.32,57.77,16.565,13.833690821117816,10.913690821117816
LYPSAGEMS,Trading,5.69,14.43,20.3,20.93,22.75,16.77,19.6025,16.37035462245469,10.68035462245469
SARLAPOLY,Textiles - Spinning - Synthetic / Blended,108.05,90.23,126.17,159.56,184.42,902.16,140.095,116.99552765375795,8.94552765375795
ORIENTALTL,Trading,10.91,4.39,18.86,15.35,55.63,32.09,23.5575,19.673237037034887,8.763237037034887
SIYSIL,Textiles - Processing,517.0,240.02,718.89,700.45,855.79,2345.64,628.7875,525.1102847681026,8.110284768102588
ARCHIES,Trading,26.74,21.02,44.88,48.05,47.88,90.33,40.4575,33.786691602497676,7.046691602497678
HAVISHA,Hotels,2.52,1.45,14.67,13.52,14.78,76.44,11.105,9.273959346122146,6.753959346122146
INVENTURE,Finance & Investments,3.01,3.74,9.75,5.67,23.56,252.84,10.68,8.919035192848673,5.909035192848673
RPPINFRA,Construction,135.9,68.88,171.69,174.13,259.97,515.6,168.66750000000002,140.85686969941983,4.956869699419826
ADVANIHOTR,Hotels,70.83,61.34,75.35,97.09,128.98,654.73,90.69,75.73663873028522,4.9066387302852235
SATIA,Paper,128.35,227.97,107.94,164.73,135.5,1283.5,159.035,132.8126181549334,4.462618154933409
ORIENTCER,Refractories / Intermediates,50.75,25.2,83.38,80.38,73.44,607.17,65.6,54.783586952328925,4.033586952328925
HINDMOTORS,Automobiles - Passenger Cars,33.32,12.53,14.87,47.68,100.84,695.27,43.980000000000004,36.728386496393696,3.408386496393696
BHARATGEAR,Auto Ancillaries,110.55,75.44,154.14,133.59,178.52,169.74,135.42249999999999,113.09344975688664,2.5434497568866448
VIPCLOTHNG,Textiles - Products,40.35,30.88,50.18,41.54,81.09,333.29,50.9225,42.526176929572706,2.176176929572705
VISESHINFO,Computers - Software - Medium / Small,0.39,2.21,1.44,3.15,4.36,147.21,2.79,2.3299726767835014,1.9399726767835013
ORTINLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,19.8,9.61,27.92,32.07,30.6,16.09,25.049999999999997,20.919647151765847,1.1196471517658466
GPTINFRA,Construction,282.95,220.99,289.66,359.87,484.6,1645.99,338.78,282.9204815199694,-0.029518480030560568
PENIND,Steel - Medium / Small,174.65,289.13,293.14,137.58,112.92,2356.81,208.1925,173.86481595385274,-0.7851840461472648
TRIGYN,Computers - Software - Medium / Small,138.85,96.76,159.08,153.51,249.31,427.44,164.66500000000002,137.51431929123848,-1.3356807087615152
MELSTAR,Computers - Software - Medium / Small,4.75,2.57,5.25,3.02,4.84,6.79,3.92,3.273653366663558,-1.476346633336442
BLUECHIP,Finance & Investments,4.3,2.19,4.04,3.17,3.09,23.78,3.1225,2.6076486319915713,-1.6923513680084286
TIJARIA,Plastics Products,17.4,1.24,1.97,24.86,46.89,49.79,18.740000000000002,15.650067370223235,-1.7499326297767634
MRO-TEK,Construction,76.99,110.9,86.7,82.76,78.69,143.81,89.7625,74.96206896049429,-2.0279310395057024
KCP,Cement - South India,243.55,72.43,319.05,289.62,472.23,3139.9,288.3325,240.79098452640824,-2.7590154735917736
SAURASHCEM,Cement - North India,133.8,18.05,152.54,154.7,300.68,1484.98,156.4925,130.6893366027033,-3.110663397296719
UCAL,Auto Ancillaries,172.4,45.19,103.46,219.5,442.45,381.17,202.64999999999998,169.23618743733925,-3.163812562660752
AYMSYNTEX,Textiles - Processing,103.0,37.93,173.06,98.71,162.86,522.53,118.14,98.66056345347774,-4.339436546522265
UMESLTD,Computers - Education,5.4,0.94,1.41,1.8,0.23,14.26,1.095,0.9144516419634173,-4.485548358036583
PRECAM,Auto Ancillaries,191.9,139.84,216.85,218.22,315.83,1822.79,222.685,185.96772958047816,-5.932270419521842
INSPIRISYS,Computers - Software - Medium / Small,118.9,26.53,131.42,182.39,198.06,471.05,134.6,112.40656713084563,-6.4934328691543755
CLEDUCATE,Miscellaneous,85.47,95.59,135.29,7.1,137.66,461.98,93.91,78.425711138616,-7.044288861384004
LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,108.5,79.54,91.3,121.26,193.49,359.03,121.39750000000001,101.38095269886207,-7.119047301137925
MKPL,Solvent Extraction,12.48,7.07,8.04,2.47,2.24,468.45,4.955,4.137998069341308,-8.342001930658693
WALCHANNAG,Engineering,244.8,109.23,219.89,396.43,406.82,1356.39,283.0925,236.41497849546,-8.38502150454002
OMAXAUTO,Auto Ancillaries,148.0,182.11,149.88,156.86,176.93,316.57,166.445,139.00082515671323,-8.999174843286767
DBSTOCKBRO,Finance & Investments,47.37,26.39,39.97,51.21,57.73,165.8,43.824999999999996,36.598943569905714,-10.771056430094283
HYBRIDFIN,Finance & Investments,11.53,0.84,0.38,0.51,1.18,33.95,0.7275,0.6075466388387089,-10.92245336116129
SPLIL,Trading,61.96,7.54,63.91,88.94,82.61,179.68,60.75,50.733276026737535,-11.226723973262466
CYBERMEDIA,Entertainment / Electronic Media Software,25.89,11.59,13.21,14.03,29.88,40.57,17.1775,14.345199159658996,-11.544800840341004
AHIMSA,Plastics Products,18.9,4.21,7.24,10.21,9.95,10.35,7.9025,6.599501461749685,-12.300498538250313
SHIVATEX,Textiles - Cotton/Blended,171.2,63.11,182.8,194.18,320.64,221.93,190.1825,158.82438301160514,-12.375616988394853
ORIENTHOT,Hotels,136.7,110.29,112.79,142.28,228.29,2441.45,148.4125,123.94160211223348,-12.758397887766506
SANGINITA,Chemicals,18.44,2.96,8.76,10.15,4.96,47.77,6.7075,5.601538254310156,-12.838461745689845
CORALFINAC,Finance - Housing,50.0,31.17,43.25,49.5,53.64,201.5,44.39,37.07078391484575,-12.929216085154252
JAICORPLTD,Plastics Products,387.0,220.22,381.83,490.94,697.37,6905.99,447.59000000000003,373.789415914526,-13.21058408547401
SURANASOL,Electric Equipment,38.7,4.71,24.89,27.93,63.0,190.42,30.1325,25.1641224670892,-13.535877532910803
MANAV,Construction,19.35,7.57,9.67,2.83,7.58,13.23,6.9125,5.772736963536184,-13.577263036463817
AMJLAND,Construction,41.91,25.43,28.36,39.25,38.54,171.83,32.894999999999996,27.471129463366765,-14.438870536633232
INTLCONV,Miscellaneous,83.92,47.78,97.92,75.8,109.07,531.87,82.6425,69.01604549859518,-14.903954501404826
MUKTAARTS,Entertainment / Electronic Media Software,70.0,26.25,70.8,98.37,64.05,158.09,64.8675,54.171864735216424,-15.828135264783576
BEARDSELL,Plastics Products,37.77,4.93,23.47,27.58,35.94,148.96,22.979999999999997,19.190957746410344,-18.57904225358966
NCLIND,Cement - South India,239.65,192.9,321.68,257.58,282.68,1084.0,263.71000000000004,220.22834931705282,-19.421650682947188
MOTOGENFIN,Miscellaneous,34.6,3.21,3.81,28.83,36.64,134.0,18.1225,15.134383453408246,-19.465616546591754
SAGARDEEP,Mining / Minerals / Metals,27.04,1.76,3.5,9.77,21.16,46.1,9.0475,7.555708886451158,-19.484291113548842
ASAHIINDIA,Glass & Glass Products,683.9,357.69,880.88,813.58,1129.34,16625.59,795.3725,664.2280261164823,-19.671973883517694
ACCORD,Telecommunications - Service Provider,28.3,0.11,14.91,10.19,4.33,9.83,7.385,6.16732911041081,-22.132670889589193
MHHL,Healthcare,64.0,35.57,51.82,58.14,52.67,116.7,49.55,41.37998069341308,-22.62001930658692
NIRAJ,Construction,51.76,32.14,8.87,68.01,18.82,207.84,31.96,26.69029632616513,-25.06970367383487
GANESHBE,Miscellaneous,151.55,64.05,122.53,175.29,239.92,1091.0,150.4475,125.64106246967235,-25.908937530327663
BYKE,Hotels,81.2,48.05,63.37,63.22,87.86,380.81,65.625,54.80446484369796,-26.395535156302046
SONAMLTD,Miscellaneous,39.61,14.28,6.12,14.58,18.09,158.57,13.267499999999998,11.079896949543048,-28.53010305045695
INDTERRAIN,Textiles - Products,77.01,34.19,59.86,56.52,66.93,341.11,54.375,45.40941372763545,-31.600586272364552
BEDMUTHA,Steel - Medium / Small,236.2,167.86,293.34,306.1,212.3,762.07,244.89999999999998,204.51982385099623,-31.680176149003756
TAJGVK,Hotels,335.2,221.26,297.39,406.15,522.14,2101.79,361.735,302.09056137501074,-33.10943862498925
KARMAENG,Power Generation And Supply,57.24,7.32,21.77,34.52,48.74,66.23,28.0875,23.456310953102722,-33.78368904689728
KOTHARIPET,Petrochemicals,139.7,61.4,111.19,154.45,179.78,822.07,126.70499999999998,105.81332903650666,-33.88667096349333
TPLPLASTEH,Packaging,89.0,26.01,71.5,67.54,94.46,694.21,64.8775,54.18021589176403,-34.81978410823597
NH,Healthcare,1217.5,897.37,1460.8,1569.6,1726.27,24880.91,1413.51,1180.444329161379,-37.05567083862093
CUPID,Miscellaneous,90.5,14.65,60.41,73.26,107.2,2429.65,63.879999999999995,53.34718802613981,-37.15281197386019
OBCL,Miscellaneous,61.8,25.72,33.2,25.09,30.75,130.28,28.69,23.959468135096298,-37.840531864903696
INDOBORAX,Chemicals,175.75,131.82,160.16,175.71,192.26,563.99,164.9875,137.78364408989893,-37.96635591010107
DBREALTY,Construction,186.0,16.96,356.39,126.04,209.28,10002.87,177.1675,147.95535276488923,-38.04464723511077
DCMSRIND,Sugar,218.0,99.92,234.58,256.92,266.09,1896.41,214.3775,179.03000627855022,-38.96999372144978
VLSFINANCE,Finance & Investments,303.35,312.26,367.6,320.38,260.04,1055.56,315.07,263.11988934558343,-40.23011065441659
MUNJALSHOW,Auto Ancillaries,158.25,24.57,47.31,163.85,327.44,632.92,140.7925,117.5780208229538,-40.6719791770462
PVRINOX,Entertainment / Electronic Media Software,1485.55,1624.38,1498.35,2000.85,1794.28,14578.54,1729.465,1444.303295861426,-41.24670413857393
HINDCON,Chemicals,50.6,4.4,10.61,10.85,14.38,259.04,10.06,8.401263486896784,-42.19873651310321
MODTHREAD,Textiles - Spinning - Synthetic / Blended,63.0,13.37,21.91,22.02,40.5,219.12,24.45,20.41857775890918,-42.58142224109082
MILTON,Miscellaneous,46.8,1.91,9.52,3.66,4.12,79.54,4.8025,4.0106429319902395,-42.78935706800976
MENONBE,Bearings,139.15,82.11,116.17,121.37,137.24,779.79,114.2225,95.38899787595108,-43.76100212404893
ADSL,Computers - Software - Medium / Small,194.15,107.25,154.54,206.39,251.78,1075.73,179.98999999999998,150.3124667004525,-43.837533299547516
SINCLAIR,Hotels,117.0,57.99,70.58,91.3,118.29,599.75,84.54,70.60067745350439,-46.39932254649561
LAOPALA,Glass & Glass Products,324.55,205.73,284.12,363.73,476.37,3602.52,332.4875,277.66551626238515,-46.88448373761486
TIPSINDLTD,Entertainment / Electronic Media Software,431.1,340.72,413.24,490.62,590.39,5536.49,458.74249999999995,383.10304325424926,-47.996956745750765
ARIES,Fertilizers,265.15,148.36,236.12,276.33,374.48,344.71,258.8225,216.14672155440783,-49.003278445592144
20MICRONS,Mining / Minerals / Metals,225.65,98.43,168.63,244.48,324.16,796.25,208.925,174.47653817096526,-51.17346182903475
CANTABIL,Textiles - Products,256.7,157.09,265.11,277.61,284.12,2146.99,245.98250000000002,205.4238365472752,-51.2761634527248
LOTUSEYE,Healthcare,57.81,1.15,7.3,8.39,9.84,120.25,6.67,5.570221417256615,-52.239778582743384
KHAITANLTD,Trading,79.09,12.9,20.78,40.36,54.47,37.57,32.1275,26.830178198337617,-52.25982180166238
GEEKAYWIRE,Steel - Medium / Small,92.52,71.19,55.37,43.12,20.47,483.51,47.5375,39.699310438206346,-52.82068956179365
WANBURY,Pharmaceuticals - Indian - Bulk Drugs & Formln,158.95,39.03,87.81,142.48,227.93,520.49,124.3125,103.81531483249069,-55.1346851675093
KRITINUT,Solvent Extraction,109.0,35.09,46.51,76.9,69.59,546.15,57.0225,47.62038242361549,-61.37961757638451
BIOFILCHEM,Pharmaceuticals - Indian - Formulations,64.7,1.96,3.65,3.58,3.6,105.28,3.1975,2.6702823060986547,-62.02971769390135
HITECHCORP,Packaging,217.35,126.93,212.92,176.1,216.03,373.33,182.995,152.82198924300965,-64.52801075699034
MANINDS,Steel - Medium / Small,411.3,216.37,347.9,480.06,610.28,2662.58,413.6525,345.4476783810707,-65.8523216189293
WINDMACHIN,Engineering,154.5,50.68,105.87,145.54,114.85,1003.21,104.23500000000001,87.04828027402448,-67.45171972597552
OMFURN,Miscellaneous,72.0,2.81,10.82,0.21,4.95,84.78,4.697500000000001,3.9229557882403228,-68.07704421175967
RAJTV,Entertainment / Electronic Media Software,97.55,13.07,30.2,52.14,45.16,506.41,35.1425,29.348051897442364,-68.20194810255764
RAMCOIND,Cement Products,253.25,13.51,119.25,291.1,458.76,2198.45,220.655,184.2724448013131,-68.9775551986869
MANGALAM,Pharmaceuticals - Indian - Bulk Drugs & Formln,104.95,9.82,29.74,50.75,75.15,166.1,41.365,34.54455905919338,-70.40544094080661
WEWIN,Computers - Software - Medium / Small,77.52,1.53,6.95,7.51,8.18,78.77,6.0425,5.046186343894018,-72.47381365610597
JMA,Auto Ancillaries,107.0,21.33,45.98,47.64,50.32,244.4,41.3175,34.50489106559223,-72.49510893440777
STEELCITY,Finance & Investments,93.0,4.94,6.75,31.96,47.25,140.51,22.725,18.978003254446264,-74.02199674555374
FMGOETZE,Auto Ancillaries,451.2,207.71,418.15,500.68,677.36,2510.04,450.975,376.6162824058924,-74.58371759410761
DALMIASUG,Sugar,414.2,21.38,414.41,674.69,507.95,3352.95,404.6075,337.8940572837565,-76.30594271624346
LORDSCHLO,Chlor Alkali / Soda Ash,132.5,64.34,67.31,80.58,34.85,333.24,61.77,51.58509399459387,-80.91490600540612
KSCL,Miscellaneous,931.95,539.98,893.96,1086.79,1545.75,4793.87,1016.62,848.9952769432415,-82.95472305675855
RUCHIRA,Paper,138.25,45.52,59.12,52.51,104.77,412.64,65.48,54.6833730737576,-83.5666269262424
DRSDILIP,Miscellaneous,135.0,38.98,56.95,57.23,90.58,203.34,60.935,50.887772422868345,-84.11222757713165
CYBERTECH,Computers - Software - Medium / Small,182.8,85.42,119.74,136.63,129.92,569.08,117.92749999999998,98.48310137684098,-84.31689862315903
KOKUYOCMLN,Printing & Stationery,155.35,32.7,142.65,123.9,36.35,1558.22,83.9,70.06620343445728,-85.28379656554272
MINDACORP,Auto Ancillaries,486.8,233.56,492.76,459.96,727.57,11638.38,478.4625,399.5715239661384,-87.22847603386163
EMMBI,Packaging,113.0,29.39,18.83,27.81,47.38,199.91,30.8525,25.765405738517195,-87.23459426148281
HARRMALAYA,Miscellaneous,214.0,79.55,150.58,157.91,200.57,395.05,147.15249999999997,122.88935638723447,-91.11064361276553
BALPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,119.15,13.68,50.86,46.85,20.42,188.3,32.9525,27.519148613515537,-91.63085138648447
VHLTD,Hotels,115.65,12.95,9.69,36.34,51.4,730.42,27.595,23.045016493132877,-92.60498350686713
ORIENTLTD,Packaging,107.98,4.7,16.65,16.21,32.25,107.98,17.4525,14.574855964718301,-93.40514403528171
VETO,Electric Equipment,128.0,25.06,46.76,26.85,54.06,244.68,38.1825,31.886803487916147,-96.11319651208385
HBSL,Finance & Investments,110.6,16.49,20.36,17.86,14.07,78.93,17.195,14.359813683617316,-96.24018631638268
VENUSREM,Pharmaceuticals - Indian - Formulations,363.0,101.97,303.63,358.45,504.27,485.24,317.08,264.7984718116533,-98.20152818834669
ORBTEXP,Textiles - Processing,182.15,56.48,75.57,109.34,158.23,482.09,99.905,83.43222948890886,-98.71777051109115
PANAMAPET,Petrochemicals,396.95,251.79,441.63,355.6,378.75,2401.29,356.9425,298.0882695995681,-98.8617304004319
APTECHT,Computers - Education,220.8,108.98,130.96,156.53,182.78,1280.49,144.8125,120.93518575509349,-99.86481424490653
SHEMAROO,Entertainment / Electronic Media Software,146.9,19.61,14.3,171.18,17.97,400.56,55.765,46.57022448775339,-100.32977551224661
DELPHIFX,Finance & Investments,211.3,33.57,87.41,152.46,253.32,235.13,131.69,109.9763805754908,-101.32361942450922
AAATECH,Computers - Software - Medium / Small,110.9,14.85,8.6,9.58,9.58,142.24,10.6525,8.896069512342743,-102.00393048765726
WEIZMANIND,Textiles - Processing,134.8,24.04,20.17,51.99,59.86,213.79,39.015,32.58203727050477,-102.21796272949524
BHAGERIA,Dyes And Pigments,170.5,34.36,49.42,122.74,120.35,744.14,81.7175,68.24356351794115,-102.25643648205885
UMANGDAIRY,Food - Processing - Indian,117.35,10.15,15.05,21.88,23.58,258.21,17.665,14.752318041355037,-102.59768195864496
PULZ,Electronics - Consumer,108.0,3.8,4.8,3.33,4.51,117.76,4.109999999999999,3.4323253410681684,-104.56767465893184
MAANALU,Aluminium and Aluminium Products,143.55,47.38,42.99,65.3,24.46,776.4,45.032500000000006,37.607345723029766,-105.94265427697025
ALMONDZ,Finance & Investments,137.65,2.46,17.29,51.63,73.81,381.08,36.2975,30.31261047869145,-107.33738952130855
HECPROJECT,Engineering - Turnkey Services,120.0,15.14,11.77,5.62,20.17,121.67,13.175,11.002648751477647,-108.99735124852235
INDIANHUME,Construction,407.8,279.24,384.41,298.9,467.19,2148.38,357.435,298.499564059538,-109.30043594046202
NRBBEARING,Bearings,351.45,86.81,245.82,318.8,502.43,3406.34,288.46500000000003,240.9016373506641,-110.5483626493359
TOKYOPLAST,Plastics Products,118.35,2.66,6.13,7.81,18.35,112.43,8.7375,7.2968230334752135,-111.05317696652477
PLASTIBLEN,Chemicals,269.05,99.77,180.63,227.64,233.92,699.24,185.48999999999998,154.9056028016386,-114.14439719836142
JETKNIT,Textiles - Products,120.25,3.97,4.95,2.9,2.18,53.0,3.5,2.922904791663891,-117.3270952083361
HEXATRADEX,Trading,192.35,51.57,55.06,52.81,190.98,1062.74,87.60499999999999,73.16030693534718,-119.18969306465281
LAMBODHARA,Textiles - Cotton/Blended,153.0,2.85,33.16,53.3,67.43,158.78,39.185,32.724006931814166,-120.27599306818584
HIKAL,Pharmaceuticals - Indian - Bulk Drugs,346.2,16.69,215.05,305.35,543.97,4268.67,270.265,225.70253243401183,-120.49746756598816
ARE&M,Auto Ancillaries,1652.4,1227.33,2010.02,1959.48,2135.01,30243.14,1832.96,1530.7335905509271,-121.66640944907294
CORDSCABLE,Cables - Power,234.0,73.53,120.69,140.45,202.96,302.51,134.4075,112.24580736730411,-121.75419263269589
INDIANCARD,Textile Machinery,275.35,207.58,182.05,143.27,199.07,163.6,182.9925,152.81990145387275,-122.53009854612728
GRETEX,Trading,127.35,5.11,5.92,5.86,4.7,53.63,5.3975,4.5075367465731,-122.8424632534269
INTENTECH,Computers - Software - Medium / Small,147.65,30.88,45.51,33.7,6.27,346.5,29.09,24.293514397000738,-123.35648560299927
SHREYANIND,Paper,274.35,148.95,147.47,186.72,234.9,379.16,179.51,149.91161118616714,-124.43838881383289
ADFFOODS,Food - Processing - Indian,242.2,78.11,131.12,165.9,188.34,2660.89,140.8675,117.64065449706091,-124.55934550293908
UEL,Electric Equipment,256.45,131.67,175.94,123.23,200.26,2700.45,157.775,131.7603724299344,-124.6896275700656
ALKALI,Chemicals,151.7,20.98,24.37,32.37,49.97,154.43,31.9225,26.658979489111587,-125.0410205108884
SMLT,Mining / Minerals / Metals,197.75,73.6,86.15,81.11,84.98,270.7,81.46000000000001,68.02852123684016,-129.72147876315984
MAHLOG,Miscellaneous,543.95,321.78,570.16,605.69,481.19,3919.18,494.70500000000004,413.1358899885958,-130.81411001140424
DATAMATICS,Computers - Software - Medium / Small,646.3,424.88,583.25,658.04,795.65,3815.2,615.455,513.9761053010001,-132.32389469899988
VSSL,Steel - Medium / Small,312.0,145.25,303.83,204.35,206.38,2541.53,214.9525,179.51019778003786,-132.48980221996214
LIBERTSHOE,Leather / Leather Products,381.0,220.04,277.04,315.65,369.18,649.24,295.4775,246.75788587967642,-134.24211412032358
GLOBAL,Miscellaneous,170.15,41.12,43.51,37.55,41.5,346.44,40.92,34.172932592824694,-135.9770674071753
STARPAPER,Paper,255.8,73.52,104.37,160.11,217.97,399.31,138.9925,116.07481264438381,-139.72518735561619
WIPL,Miscellaneous,164.01,10.23,23.22,31.95,50.65,139.21,29.012500000000003,24.228792933756758,-139.78120706624324
APEX,Aquaculture,223.5,124.33,144.75,60.88,69.82,698.46,99.945,83.4656341150993,-140.0343658849007
GODREJAGRO,Food - Processing - Indian,687.0,507.82,239.07,555.22,1299.6,13208.29,650.4275,543.182187537133,-143.81781246286698
TOUCHWOOD,Miscellaneous,147.88,3.07,4.5,3.76,3.28,163.86,3.6525,3.0502599290149606,-144.82974007098503
GABRIEL,Auto Ancillaries,486.55,165.21,377.99,436.28,649.77,6989.03,407.3125,340.15304512988536,-146.39695487011466
KEYFINSERV,Finance & Investments,165.6,11.48,18.37,18.54,19.23,116.25,16.905,14.117630143736594,-151.4823698562634
KRITI,Plastics Products,188.9,2.85,39.64,55.51,68.31,936.93,41.5775,34.72202113583012,-154.1779788641699
HEUBACHIND,Dyes And Pigments,479.45,115.4,241.34,220.37,975.11,1106.65,388.055,324.0708054083232,-155.37919459167676
VAISHALI,Trading,158.26,1.94,6.99,1.23,0.96,169.67,2.7800000000000002,2.3216215202358907,-155.9383784797641
JOCIL,Chemicals,205.5,31.38,41.51,72.46,78.3,182.48,55.912499999999994,46.69340404683065,-158.80659595316934
GRANULES,Pharmaceuticals - Indian - Bulk Drugs & Formln,492.1,324.19,777.55,314.01,179.8,11926.94,398.8875,333.1171957385229,-158.9828042614771
MHLXMIRU,Textiles - Processing,200.5,29.14,50.3,51.01,68.35,212.93,49.699999999999996,41.50524804162725,-158.99475195837275
RSYSTEMS,Computers - Software - Medium / Small,527.65,313.31,466.4,422.46,543.89,6242.32,436.515,364.54051003804665,-163.10948996195333
PAKKA,Paper,249.4,39.08,90.97,128.64,150.01,976.85,102.175,85.32794202521659,-164.07205797478343
CONSOFINVT,Finance & Investments,197.4,17.42,34.23,93.15,8.75,638.88,38.3875,32.05800219714218,-165.34199780285783
HISARMETAL,Steel - Medium / Small,197.3,18.5,29.66,44.24,57.55,106.55,37.4875,31.306398107857174,-165.99360189214283
NDTV,Entertainment / Electronic Media Software,221.95,19.89,65.59,126.67,54.73,1431.04,66.72,55.718916485661374,-166.23108351433862
ELGIEQUIP,Compressors / Drilling Equipment,735.15,399.52,604.43,732.0,988.24,23297.61,681.0474999999999,568.7534288859181,-166.3965711140819
SOMICONVEY,Miscellaneous,191.9,15.23,23.13,29.76,30.87,226.05,24.747500000000002,20.667024666200614,-171.2329753337994
PRIMESECU,Finance & Investments,209.65,6.69,58.67,61.59,54.67,703.33,45.405,37.91842630442828,-171.73157369557174
THEMISMED,Pharmaceuticals - Indian - Bulk Drugs & Formln,209.0,6.14,39.69,49.87,73.62,1923.64,42.33,35.35044566603786,-173.64955433396216
SREEL,Trading,288.45,73.34,112.86,168.25,189.63,667.92,136.01999999999998,113.5924313606064,-174.8575686393936
PROLIFE,Dyes And Pigments,199.5,15.58,29.45,32.9,32.0,81.68,27.4825,22.951065981972253,-176.54893401802775
PRAJIND,Engineering,742.0,406.94,631.32,735.86,912.05,13638.92,671.5425,560.8156545874139,-181.18434541258614
SKMEGGPROD,Food - Processing - Indian,261.55,72.67,76.64,86.2,138.36,688.66,93.4675,78.05617246138421,-183.4938275386158
MOLDTECH,Engineering - Turnkey Services,258.45,62.83,93.19,96.01,104.53,738.23,89.13999999999999,74.44220946540548,-184.0077905345945
PREMIERPOL,Plastics Products,209.5,17.23,34.4,34.91,20.32,438.86,26.714999999999996,22.310114716943097,-187.1898852830569
SHARDACROP,Pesticides / Agrochemicals - Indian,476.5,186.91,172.45,400.76,602.13,4299.04,340.5625,284.4090751745811,-192.09092482541888
IRIS,Computers - Software - Medium / Small,209.0,9.54,21.88,15.87,29.41,404.65,19.175,16.013342680044317,-192.98665731995567
SRHHYPOLTD,Chemicals,554.95,308.55,449.9,441.87,492.03,952.55,423.08750000000003,353.32699458374185,-201.6230054162582
STARTECK,Finance & Investments,290.0,117.02,83.7,81.76,134.55,287.4,104.25750000000001,87.06707037625661,-202.9329296237434
PAR,Pharmaceuticals - Indian - Bulk Drugs,245.87,24.55,42.67,48.11,70.5,302.54,46.457499999999996,38.79738553106434,-207.07261446893565
TALBROAUTO,Auto Ancillaries,316.25,47.1,131.36,119.66,184.23,1952.17,120.5875,100.70450901850555,-215.54549098149445
ASPINWALL,Miscellaneous,283.0,52.56,97.26,73.44,99.11,221.26,80.5925,67.30405840633489,-215.6959415936651
ROHLTD,Hotels,364.55,112.81,141.11,199.07,253.43,999.79,176.60500000000002,147.48560020908613,-217.06439979091388
THYROCARE,Healthcare,680.35,278.58,483.23,647.23,809.88,3602.63,554.73,463.2637071656315,-217.08629283436852
JAGSNPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,339.0,89.0,128.62,153.75,203.92,896.34,143.8225,120.10842125687998,-218.89157874312002
FINCABLES,Cables - Power,1599.1,1089.98,1426.55,1735.09,2326.22,24456.51,1644.46,1373.3142896284578,-225.7857103715421
TDPOWERSYS,Electric Equipment,351.95,108.63,149.01,175.34,149.67,5496.89,145.6625,121.64503406164043,-230.30496593835954
ELECON,Engineering,1335.55,811.49,1266.0,1420.6,1792.42,14984.88,1322.6275,1104.5469306675523,-231.0030693324477
JUSTDIAL,Miscellaneous,1027.85,435.23,721.3,1186.32,1462.04,8740.86,951.2225,794.3808009110016,-233.46919908899827
KIRIINDUS,Dyes And Pigments,331.95,61.46,67.31,92.06,242.3,1720.63,115.7825,96.69177829737842,-235.25822170262157
MINDTECK,Computers - Software - Medium / Small,308.75,52.99,98.82,86.25,111.25,785.19,87.3275,72.928562341151,-235.821437658849
QUICKHEAL,Computers - Software - Medium / Small,514.15,122.26,272.4,406.57,460.87,2752.97,315.525,263.49986696849976,-250.65013303150022
AMNPLST,Chemicals,294.4,10.86,47.69,53.2,71.65,1619.77,45.85,38.29005277079697,-256.109947229203
FCL,Chemicals,385.0,128.1,135.14,142.8,177.67,4264.47,145.9275,121.86633971015213,-263.13366028984785
COSMOFIRST,Packaging,796.35,235.23,687.26,786.15,844.19,2090.38,638.2075,532.9770742359522,-263.37292576404786
INFOBEAN,Computers - Software - Medium / Small,452.4,188.4,217.76,237.6,252.75,1102.44,224.1275,187.17238391247105,-265.22761608752893
TCI,Miscellaneous,919.4,562.64,842.82,865.96,849.81,7147.79,780.3075,651.6470087775061,-267.75299122249385
MOIL,Mining / Minerals / Metals,489.4,30.39,42.52,579.59,402.35,9958.57,263.7125,220.23043710618964,-269.16956289381034
